smiles_A,static_polarizability,static_polarizability_pred,static_polarizability_original,static_polarizability_pred_original,error
C=CC(=O)O,0.0,0.020411372,27.820679216690003,43.747154,0.5724689499886593
C=CC(=O)[O-1].[NH4+1],0.005025125628140704,0.046444,31.74165645305002,64.059746,1.0181601386596442
COC(=O)/C=C/C1=CC=CC=N1,0.010050251256281407,0.08120084,35.662633689410036,91.17962,1.5567270109533404
COC(=O)/C=C/C1=CC=CS1,0.010050251256281407,0.07200408,35.662633689410036,84.003624,1.3555081403689793
COC(=O)/C=C/C1=NC=CC=N1,0.010050251256281407,0.0734207,35.662633689410036,85.10898,1.386502887383703
C=CC(=O)OCC(F)(F)F,0.01507537688442211,0.08556679,39.58361092577005,94.58626,1.3895308114245832
C=CC(=O)OCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.01507537688442211,0.062673986,39.58361092577005,76.723595,0.9382666934910202
C=CC(=O)OCCN(C)C,0.020100502512562814,0.07483053,43.50458816213006,86.20903,0.9816077750256822
C=CC(=O)OCCC(C(C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)F,0.020100502512562814,0.061176002,43.50458816213006,75.554756,0.7367077670745495
C=CC(=O)OCCCOC=C,0.020100502512562814,0.03676194,43.50458816213006,56.50508,0.2988303892494824
C=CC(=O)OC=C,0.02512562814070352,0.061527133,47.425565398490086,75.82873,0.5988998145835952
C=CC(=O)OCC(C(F)(F)F)(F)F,0.03015075376884422,0.07316527,51.346542634850096,84.90967,0.6536589147312877
C=CC(=O)OC(F)(F)F,0.03015075376884422,0.070381224,51.346542634850096,82.73735,0.6113519278649818
C=CC(=O)OC(Cl)Cl,0.03015075376884422,0.08465111,51.346542634850096,93.87178,0.8282006066713213
CC(O)OC(=O)C(=C)C,0.03015075376884422,0.05267346,51.346542634850096,68.92043,0.3422604426272644
CCOC(=O)C(=C)CN,0.035175879396984924,0.050596476,55.26751987121012,67.29982,0.21771015061138635
COC(=O)C(=C)CC#N,0.04020100502512563,0.10040638,59.188497107570136,106.165215,0.7936798487318885
COC(=O)/C=C/C1=CN=CO1,0.04020100502512563,0.07726771,59.188497107570136,88.110695,0.48864558471758623
C=CC(=O)OCCC(C(F)(F)F)(F)F,0.04522613065326633,0.03283304,63.109474343930145,53.43946,0.15322602018258885
C=CC(=O)OC1CC(C1)(F)F,0.04522613065326633,0.09704572,63.109474343930145,103.54298,0.6406883032349844
C=CC(=O)OCC([N+1](=O)[O-1])([N+1](=O)[O-1])F,0.05025125628140704,0.045614243,67.03045158029016,63.412308,0.05397761399083636
C=CC(=O)OCC([N+1](=O)[O-1])[N+1](=O)[O-1],0.05025125628140704,0.04595357,67.03045158029016,63.67708,0.05002761064802203
C=CC(=O)OCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.05527638190954774,0.064371526,70.95142881665019,78.04814,0.1000221247295954
CCOC(=O)/C(=C/Br)/C,0.05527638190954774,0.046854198,70.95142881665019,64.379814,0.09262131543091365
CCOC(=O)C(=C)C(C(F)(F)F)(C(F)(F)F)F,0.05527638190954774,0.050240934,70.95142881665019,67.0224,0.055376318417204536
C=CC(=O)OCCC(C(F)(F)F)(C(F)(F)F)F,0.05527638190954774,0.06768823,70.95142881665019,80.63608,0.13649688562630444
CC(C)(C)OC(=O)C(=C)C(F)(F)F,0.06030150753768844,0.06685507,74.8724060530102,79.985985,0.06829724085019317
CC(C)(NS(=O)(=O)C)OC(=O)C=C,0.06030150753768844,0.066767246,74.8724060530102,79.91746,0.0673819874839374
C1C(C)(NC(=O)CC1)OOC,0.06030150753768844,0.10471675,74.8724060530102,109.52849,0.46286855108720215
C=CC(=O)OCCCOC(=O)C=C,0.06532663316582915,0.017561972,78.79338328937021,41.523838,0.473003489509826
CCC(C)OC(=O)C=C,0.06532663316582915,0.050382078,78.79338328937021,67.13253,0.14799279571665505
C=CC(=O)OC1CCO1,0.06532663316582915,0.054641604,78.79338328937021,70.45613,0.10581157909295734
CCOC(=O)C=CC1CC(C1)(F)F,0.07035175879396985,0.04058671,82.71436052573023,59.489452,0.2807844734100922
C=CC(=O)OCC([N+1](=O)[O-1])([N+1](=O)[O-1])[N+1](=O)[O-1],0.07537688442211056,0.058330774,86.63533776209026,73.334694,0.15352446469273104
C=CC(=O)OCC1=CC=C(C=C1)[N+1](=O)[O-1],0.07537688442211056,0.100908935,86.63533776209026,106.55734,0.22995241066543232
C=CC(=O)OCC1=C(C=CC=N1)[N+1](=O)[O-1],0.07537688442211056,0.07613891,86.63533776209026,87.22993,0.006863126713152857
C=CC(=O)OCC1=C(C=NC=C1)[N+1](=O)[O-1],0.07537688442211056,0.07272866,86.63533776209026,84.569,0.02385097780335334
CCOC(=O)C(=CO)CCOC1CO1,0.08542713567839195,0.058838487,94.47729223481028,73.73085,0.21959183550181874
CCOC(=O)/C=C/C1=CN=CO1,0.08542713567839195,0.082538664,94.47729223481028,92.223495,0.023855433386155266
CCOC(=O)/C=C/C1=CN=CS1,0.08542713567839195,0.10313752,94.47729223481028,108.29626,0.1462675787731888
CCOC(=O)C=CC1=C(C=CN=C1)F,0.08542713567839195,0.06813645,94.47729223481028,80.98582,0.14280124842816908
COC(=O)/C=C/C1=CC=CO1,0.09045226130653267,0.07791823,98.3982694711703,88.618286,0.09939182254849747
CC(C)CC(COC(=O)C=C)COC,0.09547738693467336,0.08479753,102.31924670753031,93.98603,0.08144329045674784
CC(C)CCOC(=O)C(=C)COC,0.09547738693467336,0.080694735,102.31924670753031,90.78472,0.11273074914232822
CC(C)CC(C(F)(F)F)(C(F)(F)F)OC(=O)C=C,0.09547738693467336,0.07130641,102.31924670753031,83.45925,0.18432500150857437
CC(C)(C)OC(=O)C(=C)C1=CC=CC=C1,0.09547738693467336,0.0830549,102.31924670753031,92.6263,0.09473241860513652
CC(C)COC(=O)C(=C)COCC1CO1,0.09547738693467336,0.08101204,102.31924670753031,91.03231,0.11031097848045232
CC(=O)NC(=O)C1=CC=CC=C1OC=O,0.10050251256281408,0.38115776,106.24022394389034,325.22833,2.061254207175779
CC(=CC1=CC(=CC=C1)O)C(=O)C2=CO2,0.10050251256281408,0.41752055,106.24022394389034,353.60132,2.328318646486719
CC(=CC1=CC(=CC=C1)O)C(=O)C=CC=O,0.10050251256281408,0.18036085,106.24022394389034,168.55165,0.5865144551087857
CCOC(=O)/C=C/C1=C(C=CN=C1)Cl,0.10552763819095477,0.093446076,110.16120118025034,100.73427,0.0855739851306545
CCOC(=O)/C=C/C1=CC=CC=C1F,0.10552763819095477,0.079377234,110.16120118025034,89.75671,0.18522396927272688
CCOC(=O)/C(=C/C1=CC(=CC=C1)F)/F,0.11055276381909548,0.10925993,114.08217841661036,113.07342,0.008842404370578419
CCOC(=O)/C=C/C1=C(N=CC=C1)Br,0.11055276381909548,0.08051321,114.08217841661036,90.64308,0.20545800471985523
CCOC(=O)/C=C/C1=C(N=CC=C1)Cl,0.11055276381909548,0.07626963,114.08217841661036,87.331924,0.23448232098484334
CCOC(=O)C=CC=CC(=O)C1=CC=CC=C1F,0.11557788944723618,0.12502623,118.00315565297038,125.37545,0.062475401106965145
CCOC(=O)C(=C(C1=C(C=C(C=C1)Br)F)F)OC=N,0.11557788944723618,0.12896276,118.00315565297038,128.44702,0.08850497068161862
CCOC(=O)C=CC1=CC(=CS1)CC,0.11557788944723618,0.09115857,118.00315565297038,98.94939,0.16146830100311024
CCOC(=O)C=C(C1=CC=CC=C1)Br,0.11557788944723618,0.07681915,118.00315565297038,87.760704,0.2562851090303174
COC(=O)/C=C/C1=C(C=C(C=C1)Br)F,0.12060301507537688,0.098584116,121.92413288933038,104.74335,0.14091374130957732
CCOC(=O)/C=C/C1=C(C=C(C=C1)F)Br,0.12562814070351758,0.08486426,125.8451101256904,94.03809,0.2527473377950717
CCOC(=O)/C(=C/C1=CC=C(C=C1)OC)/F,0.12562814070351758,0.118228495,125.8451101256904,120.07136,0.04587983111042584
CC(=O)N/C(=C/C1=CC=CC=C1Br)/C(=O)OC,0.12562814070351758,0.12070194,125.8451101256904,122.00132,0.030543818799136698
CCOC(=O)/C=C/C1=CC(=CC=C1)OC(F)(F)F,0.1306532663316583,0.08567172,129.76608736205043,94.66814,0.2704709025205224
CCOC(=O)/C=C/C1=C(C=C(C=C1)Cl)Cl,0.135678391959799,0.08872759,133.68706459841044,97.05256,0.2740317906562835
CCOC(=O)/C=C/C1=CC(=NC=C1)C(F)(F)F,0.135678391959799,0.11216438,133.68706459841044,115.33968,0.13724125906130302
CC(=O)N/C(=C/C1=C(C=CC(=C1)F)F)/C(=O)OC,0.135678391959799,0.0860402,133.68706459841044,94.95565,0.28971699232957143
COC(=O)/C=C/C1=CN=C(N=C1N)SC,0.1407035175879397,0.09862286,137.60804183477046,104.773575,0.2386086348434061
COC(=O)/C=C/C1=CN=C(C=N1)Cl,0.1407035175879397,0.07792342,137.60804183477046,88.62233,0.355980010104895
COC(=O)/C(=C/C1=CC=C(C=C1)OC)CO/C#N,0.1457286432160804,0.1377343,141.52901907113048,135.29123,0.04407428147261148
COC(=O)C(=CC1=CC(=CC=C1)[N+1](=O)[O-1])N=[N+1]=[N-1],0.1457286432160804,0.1485616,141.52901907113048,143.7395,0.015618584064965258
COC(=O)C(=C)C1=CC2=CC=CC=C2N=C1,0.1457286432160804,0.11082533,141.52901907113048,114.29485,0.19242813975128134
COC(=O)/C(=C/C1=CC=C(C=C1)OC)C#N,0.1457286432160804,0.112012446,141.52901907113048,115.22113,0.18588335362385827
CC(C)(C)OC(=O)NC1=CC=CC(=C1)C(=C)C(=O)OC,0.15075376884422112,0.1285477,145.4499963074905,128.12317,0.11912566381609241
CC(C)(C)OC(=O)/C=C/C1=CC=C(C=C1)CO,0.15075376884422112,0.1293531,145.4499963074905,128.7516,0.11480505024790423
CC(C)(C)OC(=O)N1C=CC2=C1C(=O)CC2=O,0.15075376884422112,0.53911084,145.4499963074905,448.47507,2.0833625199313666
CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=CC=C2)/O,0.15577889447236182,0.1329236,149.3709735438505,131.53757,0.11939003932342532
CCOC(=O)/C(=C/C1=CC=C(O1)C2=CC=CC=C2)/C#N,0.15577889447236182,0.14789408,149.3709735438505,143.21866,0.041188156913088365
